##Formulas are in linux filename wild-card
##Note switching from wild-card to regex formulas is by replacing '.*' by '*'
#Category	Sub-category	Source	Subtool
Transcription factor binding sites (search by TF)	POU5F1_(SC-9081)	ENCODE	Encode:Antibody or target protein=POU5F1_(SC-9081)
Transcription factor binding sites (search by TF)	PRDM1_(9115)	ENCODE	Encode:Antibody or target protein=PRDM1_(9115)
Transcription factor binding sites (search by TF)	PRDM1_(Val90)	ENCODE	Encode:Antibody or target protein=PRDM1_(Val90)
Transcription factor binding sites (search by TF)	PU.1	ENCODE	Encode:Antibody or target protein=PU.1
Transcription factor binding sites (search by TF)	Pbx3	ENCODE	Encode:Antibody or target protein=Pbx3
Transcription factor binding sites (search by TF)	Pol2	ENCODE	Encode:Antibody or target protein=Pol2
Transcription factor binding sites (search by TF)	Pol2(b)	ENCODE	Encode:Antibody or target protein=Pol2(b)
Transcription factor binding sites (search by TF)	Pol2(phosphoS2)	ENCODE	Encode:Antibody or target protein=Pol2(phosphoS2)
Transcription factor binding sites (search by TF)	Pol2-4H8	ENCODE	Encode:Antibody or target protein=Pol2-4H8
Transcription factor binding sites (search by TF)	Pol3	ENCODE	Encode:Antibody or target protein=Pol3
Transcription factor binding sites (search by TF)	RBBP5_(A300-109A)	ENCODE	Encode:Antibody or target protein=RBBP5_(A300-109A)
Transcription factor binding sites (search by TF)	REST	ENCODE	Encode:Antibody or target protein=REST
Transcription factor binding sites (search by TF)	RFX5_(200-401-194)	ENCODE	Encode:Antibody or target protein=RFX5_(200-401-194)
Transcription factor binding sites (search by TF)	RFX5_(N-494)	ENCODE	Encode:Antibody or target protein=RFX5_(N-494)
Transcription factor binding sites (search by TF)	RNF2	ENCODE	Encode:Antibody or target protein=RNF2
Transcription factor binding sites (search by TF)	RPC155	ENCODE	Encode:Antibody or target protein=RPC155
Transcription factor binding sites (search by TF)	RUNX3_(SC-101553)	ENCODE	Encode:Antibody or target protein=RUNX3_(SC-101553)
Transcription factor binding sites (search by TF)	RXRA	ENCODE	Encode:Antibody or target protein=RXRA
Transcription factor binding sites (search by TF)	Rad21	ENCODE	Encode:Antibody or target protein=Rad21
Transcription factor binding sites (search by TF)	RevXlinkChromatin	ENCODE	Encode:Antibody or target protein=RevXlinkChromatin
Transcription factor binding sites (search by TF)	SAP30_(39731)	ENCODE	Encode:Antibody or target protein=SAP30_(39731)
Transcription factor binding sites (search by TF)	SETDB1	ENCODE	Encode:Antibody or target protein=SETDB1
Transcription factor binding sites (search by TF)	SIN3A_(NB600-1263)	ENCODE	Encode:Antibody or target protein=SIN3A_(NB600-1263)
Transcription factor binding sites (search by TF)	SIRT6	ENCODE	Encode:Antibody or target protein=SIRT6
Transcription factor binding sites (search by TF)	SIX5	ENCODE	Encode:Antibody or target protein=SIX5
Transcription factor binding sites (search by TF)	SLBP	ENCODE	Encode:Antibody or target protein=SLBP
Transcription factor binding sites (search by TF)	SMC3_(ab9263)	ENCODE	Encode:Antibody or target protein=SMC3_(ab9263)
Transcription factor binding sites (search by TF)	SP1	ENCODE	Encode:Antibody or target protein=SP1
Transcription factor binding sites (search by TF)	SP2_(SC-643)	ENCODE	Encode:Antibody or target protein=SP2_(SC-643)
Transcription factor binding sites (search by TF)	SP4_(V-20)	ENCODE	Encode:Antibody or target protein=SP4_(V-20)
Transcription factor binding sites (search by TF)	SPT20	ENCODE	Encode:Antibody or target protein=SPT20
Transcription factor binding sites (search by TF)	SREBP1	ENCODE	Encode:Antibody or target protein=SREBP1
Transcription factor binding sites (search by TF)	SREBP2	ENCODE	Encode:Antibody or target protein=SREBP2
Transcription factor binding sites (search by TF)	SRF	ENCODE	Encode:Antibody or target protein=SRF
Transcription factor binding sites (search by TF)	STAT1	ENCODE	Encode:Antibody or target protein=STAT1
Transcription factor binding sites (search by TF)	STAT2	ENCODE	Encode:Antibody or target protein=STAT2
Transcription factor binding sites (search by TF)	STAT3	ENCODE	Encode:Antibody or target protein=STAT3
Transcription factor binding sites (search by TF)	STAT5A_(SC-74442)	ENCODE	Encode:Antibody or target protein=STAT5A_(SC-74442)
Transcription factor binding sites (search by TF)	SUZ12	ENCODE	Encode:Antibody or target protein=SUZ12
Transcription factor binding sites (search by TF)	SUZ12_(05-1317)	ENCODE	Encode:Antibody or target protein=SUZ12_(05-1317)
Transcription factor binding sites (search by TF)	Sin3Ak-20	ENCODE	Encode:Antibody or target protein=Sin3Ak-20
Transcription factor binding sites (search by TF)	T7Tag	ENCODE	Encode:Antibody or target protein=T7Tag
Transcription factor binding sites (search by TF)	TAF1	ENCODE	Encode:Antibody or target protein=TAF1
Transcription factor binding sites (search by TF)	TAF7_(SC-101167)	ENCODE	Encode:Antibody or target protein=TAF7_(SC-101167)
Transcription factor binding sites (search by TF)	TAF7_(SQ-8)	ENCODE	Encode:Antibody or target protein=TAF7_(SQ-8)
Transcription factor binding sites (search by TF)	TAL1_(SC-12984)	ENCODE	Encode:Antibody or target protein=TAL1_(SC-12984)
Transcription factor binding sites (search by TF)	TBLR1_(NB600-270)	ENCODE	Encode:Antibody or target protein=TBLR1_(NB600-270)
Transcription factor binding sites (search by TF)	TBLR1_(ab24550)	ENCODE	Encode:Antibody or target protein=TBLR1_(ab24550)
Transcription factor binding sites (search by TF)	TBP	ENCODE	Encode:Antibody or target protein=TBP
Transcription factor binding sites (search by TF)	TCF12	ENCODE	Encode:Antibody or target protein=TCF12
Transcription factor binding sites (search by TF)	TCF3_(SC-349)	ENCODE	Encode:Antibody or target protein=TCF3_(SC-349)
Transcription factor binding sites (search by TF)	TCF4	ENCODE	Encode:Antibody or target protein=TCF4
Transcription factor binding sites (search by TF)	TCF7L2	ENCODE	Encode:Antibody or target protein=TCF7L2
Transcription factor binding sites (search by TF)	TCF7L2_C9B9_(2565)	ENCODE	Encode:Antibody or target protein=TCF7L2_C9B9_(2565)
Transcription factor binding sites (search by TF)	TEAD4_(SC-101184)	ENCODE	Encode:Antibody or target protein=TEAD4_(SC-101184)
Transcription factor binding sites (search by TF)	TFIIIC-110	ENCODE	Encode:Antibody or target protein=TFIIIC-110
Transcription factor binding sites (search by TF)	THAP1_(SC-98174)	ENCODE	Encode:Antibody or target protein=THAP1_(SC-98174)
Transcription factor binding sites (search by TF)	TR4	ENCODE	Encode:Antibody or target protein=TR4
Transcription factor binding sites (search by TF)	TRIM28_(SC-81411)	ENCODE	Encode:Antibody or target protein=TRIM28_(SC-81411)
Transcription factor binding sites (search by TF)	UBF_(sc-13125)	ENCODE	Encode:Antibody or target protein=UBF_(sc-13125)
Transcription factor binding sites (search by TF)	UBTF_(SAB1404509)	ENCODE	Encode:Antibody or target protein=UBTF_(SAB1404509)
Transcription factor binding sites (search by TF)	USF-1	ENCODE	Encode:Antibody or target protein=USF-1
Transcription factor binding sites (search by TF)	USF1_(SC-8983)	ENCODE	Encode:Antibody or target protein=USF1_(SC-8983)
Transcription factor binding sites (search by TF)	USF2	ENCODE	Encode:Antibody or target protein=USF2
Transcription factor binding sites (search by TF)	WHIP	ENCODE	Encode:Antibody or target protein=WHIP
Transcription factor binding sites (search by TF)	XRCC4	ENCODE	Encode:Antibody or target protein=XRCC4
Transcription factor binding sites (search by TF)	YY1	ENCODE	Encode:Antibody or target protein=YY1
Transcription factor binding sites (search by TF)	YY1_(C-20)	ENCODE	Encode:Antibody or target protein=YY1_(C-20)
Transcription factor binding sites (search by TF)	YY1_(SC-281)	ENCODE	Encode:Antibody or target protein=YY1_(SC-281)
Transcription factor binding sites (search by TF)	ZBTB33	ENCODE	Encode:Antibody or target protein=ZBTB33
Transcription factor binding sites (search by TF)	ZBTB7A_(SC-34508)	ENCODE	Encode:Antibody or target protein=ZBTB7A_(SC-34508)
Transcription factor binding sites (search by TF)	ZC3H11A_(NB100-74650)	ENCODE	Encode:Antibody or target protein=ZC3H11A_(NB100-74650)
Transcription factor binding sites (search by TF)	ZEB1_(SC-25388)	ENCODE	Encode:Antibody or target protein=ZEB1_(SC-25388)
Transcription factor binding sites (search by TF)	ZKSCAN1_(HPA006672)	ENCODE	Encode:Antibody or target protein=ZKSCAN1_(HPA006672)
Transcription factor binding sites (search by TF)	ZNF-MIZD-CP1_(ab65767)	ENCODE	Encode:Antibody or target protein=ZNF-MIZD-CP1_(ab65767)
Transcription factor binding sites (search by TF)	ZNF217	ENCODE	Encode:Antibody or target protein=ZNF217
Transcription factor binding sites (search by TF)	ZNF263	ENCODE	Encode:Antibody or target protein=ZNF263
Transcription factor binding sites (search by TF)	ZNF274	ENCODE	Encode:Antibody or target protein=ZNF274
Transcription factor binding sites (search by TF)	ZNF274_(M01)	ENCODE	Encode:Antibody or target protein=ZNF274_(M01)
Transcription factor binding sites (search by TF)	ZNF384_(HPA004051)	ENCODE	Encode:Antibody or target protein=ZNF384_(HPA004051)
Transcription factor binding sites (search by TF)	ZZZ3	ENCODE	Encode:Antibody or target protein=ZZZ3
Transcription factor binding sites (search by TF)	Znf143_(16618-1-AP)	ENCODE	Encode:Antibody or target protein=Znf143_(16618-1-AP)
Transcription factor binding sites (search by TF)	c-Fos	ENCODE	Encode:Antibody or target protein=c-Fos
Transcription factor binding sites (search by TF)	c-Jun	ENCODE	Encode:Antibody or target protein=c-Jun
Transcription factor binding sites (search by TF)	c-Myc	ENCODE	Encode:Antibody or target protein=c-Myc
Transcription factor binding sites (search by TF)	eGFP-FOS	ENCODE	Encode:Antibody or target protein=eGFP-FOS
Transcription factor binding sites (search by TF)	eGFP-GATA2	ENCODE	Encode:Antibody or target protein=eGFP-GATA2
Transcription factor binding sites (search by TF)	eGFP-HDAC8	ENCODE	Encode:Antibody or target protein=eGFP-HDAC8
Transcription factor binding sites (search by TF)	eGFP-JunB	ENCODE	Encode:Antibody or target protein=eGFP-JunB
Transcription factor binding sites (search by TF)	eGFP-JunD	ENCODE	Encode:Antibody or target protein=eGFP-JunD
Transcription factor binding sites (search by TF)	eGFP-NR4A1	ENCODE	Encode:Antibody or target protein=eGFP-NR4A1
Transcription factor binding sites (search by TF)	p300	ENCODE	Encode:Antibody or target protein=p300
Transcription factor binding sites (search by TF)	p300_(F-4)	ENCODE	Encode:Antibody or target protein=p300_(F-4)
Transcription factor binding sites (search by TF)	p300_(N-15)	ENCODE	Encode:Antibody or target protein=p300_(N-15)
Transcription factor binding sites (search by TF)	p300_(SC-48343)	ENCODE	Encode:Antibody or target protein=p300_(SC-48343)
Transcription factor binding sites (search by TF)	p300_(SC-584)	ENCODE	Encode:Antibody or target protein=p300_(SC-584)
Histone variants and modifications (search by cell/tissue type)	A549 EtOH 0.02pct Lung Carcinoma Cell Line	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=A549 EtOH 0.02pct Lung Carcinoma Cell Line
Histone variants and modifications (search by cell/tissue type)	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Adipose Derived Mesenchymal Stem Cell Cultured Cells
Histone variants and modifications (search by cell/tissue type)	Adipose Nuclei	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Adipose Nuclei
Histone variants and modifications (search by cell/tissue type)	Aorta	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Aorta
Histone variants and modifications (search by cell/tissue type)	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Bone Marrow Derived Cultured Mesenchymal Stem Cells
Histone variants and modifications (search by cell/tissue type)	Brain Angular Gyrus	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain Angular Gyrus
Histone variants and modifications (search by cell/tissue type)	Brain Anterior Caudate	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain Anterior Caudate
Histone variants and modifications (search by cell/tissue type)	Brain Cingulate Gyrus	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain Cingulate Gyrus
Histone variants and modifications (search by cell/tissue type)	Brain Germinal Matrix	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain Germinal Matrix
Histone variants and modifications (search by cell/tissue type)	Brain Hippocampus Middle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain Hippocampus Middle
Histone variants and modifications (search by cell/tissue type)	Brain Inferior Temporal Lobe	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain Inferior Temporal Lobe
Histone variants and modifications (search by cell/tissue type)	Brain Substantia Nigra	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain Substantia Nigra
Histone variants and modifications (search by cell/tissue type)	Brain_Dorsolateral_Prefrontal_Cortex	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Brain_Dorsolateral_Prefrontal_Cortex
Histone variants and modifications (search by cell/tissue type)	Breast Myoepithelial Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Breast Myoepithelial Primary Cells
Histone variants and modifications (search by cell/tissue type)	Breast variant Human Mammary Epithelial Cells (vHMEC)	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Breast variant Human Mammary Epithelial Cells (vHMEC)
Histone variants and modifications (search by cell/tissue type)	Colon Smooth Muscle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Colon Smooth Muscle
Histone variants and modifications (search by cell/tissue type)	Colonic Mucosa	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Colonic Mucosa
Histone variants and modifications (search by cell/tissue type)	Cortex derived primary cultured neurospheres	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Cortex derived primary cultured neurospheres
Histone variants and modifications (search by cell/tissue type)	Dnd41 TCell Leukemia Cell Line	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Dnd41 TCell Leukemia Cell Line
Histone variants and modifications (search by cell/tissue type)	Duodenum Mucosa	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Duodenum Mucosa
Histone variants and modifications (search by cell/tissue type)	Duodenum Smooth Muscle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Duodenum Smooth Muscle
Histone variants and modifications (search by cell/tissue type)	ES-I3 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=ES-I3 Cells
Histone variants and modifications (search by cell/tissue type)	ES-UCSF4  Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=ES-UCSF4  Cells
Histone variants and modifications (search by cell/tissue type)	ES-WA7 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=ES-WA7 Cells
Histone variants and modifications (search by cell/tissue type)	Esophagus	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Esophagus
Histone variants and modifications (search by cell/tissue type)	Fetal Adrenal Gland	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Adrenal Gland
Histone variants and modifications (search by cell/tissue type)	Fetal Brain Female	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Brain Female
Histone variants and modifications (search by cell/tissue type)	Fetal Brain Male	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Brain Male
Histone variants and modifications (search by cell/tissue type)	Fetal Heart	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Heart
Histone variants and modifications (search by cell/tissue type)	Fetal Intestine Large	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Intestine Large
Histone variants and modifications (search by cell/tissue type)	Fetal Intestine Small	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Intestine Small
Histone variants and modifications (search by cell/tissue type)	Fetal Kidney	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Kidney
Histone variants and modifications (search by cell/tissue type)	Fetal Lung	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Lung
Histone variants and modifications (search by cell/tissue type)	Fetal Muscle Leg	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Muscle Leg
Histone variants and modifications (search by cell/tissue type)	Fetal Muscle Trunk	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Muscle Trunk
Histone variants and modifications (search by cell/tissue type)	Fetal Stomach	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Stomach
Histone variants and modifications (search by cell/tissue type)	Fetal Thymus	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Fetal Thymus
Histone variants and modifications (search by cell/tissue type)	Foreskin Fibroblast Primary Cells skin01	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Foreskin Fibroblast Primary Cells skin01
Histone variants and modifications (search by cell/tissue type)	Foreskin Fibroblast Primary Cells skin02	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Foreskin Fibroblast Primary Cells skin02
Histone variants and modifications (search by cell/tissue type)	Foreskin Keratinocyte Primary Cells skin02	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Foreskin Keratinocyte Primary Cells skin02
Histone variants and modifications (search by cell/tissue type)	Foreskin Keratinocyte Primary Cells skin03	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Foreskin Keratinocyte Primary Cells skin03
Histone variants and modifications (search by cell/tissue type)	Foreskin Melanocyte Primary Cells skin01	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Foreskin Melanocyte Primary Cells skin01
Histone variants and modifications (search by cell/tissue type)	Foreskin Melanocyte Primary Cells skin03	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Foreskin Melanocyte Primary Cells skin03
Histone variants and modifications (search by cell/tissue type)	GM12878 Lymphoblastoid Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=GM12878 Lymphoblastoid Cells
Histone variants and modifications (search by cell/tissue type)	Ganglion Eminence derived primary cultured neurospheres	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Ganglion Eminence derived primary cultured neurospheres
Histone variants and modifications (search by cell/tissue type)	Gastric	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Gastric
Histone variants and modifications (search by cell/tissue type)	H1 BMP4 Derived Mesendoderm Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H1 BMP4 Derived Mesendoderm Cultured Cells
Histone variants and modifications (search by cell/tissue type)	H1 BMP4 Derived Trophoblast Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H1 BMP4 Derived Trophoblast Cultured Cells
Histone variants and modifications (search by cell/tissue type)	H1 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H1 Cells
Histone variants and modifications (search by cell/tissue type)	H1 Derived Mesenchymal Stem Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H1 Derived Mesenchymal Stem Cells
Histone variants and modifications (search by cell/tissue type)	H1 Derived Neuronal Progenitor Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H1 Derived Neuronal Progenitor Cultured Cells
Histone variants and modifications (search by cell/tissue type)	H9 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H9 Cells
Histone variants and modifications (search by cell/tissue type)	H9 Derived Neuron Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H9 Derived Neuron Cultured Cells
Histone variants and modifications (search by cell/tissue type)	H9 Derived Neuronal Progenitor Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=H9 Derived Neuronal Progenitor Cultured Cells
Histone variants and modifications (search by cell/tissue type)	HMEC Mammary Epithelial Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HMEC Mammary Epithelial Primary Cells
Histone variants and modifications (search by cell/tissue type)	HSMM Skeletal Muscle Myoblasts Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HSMM Skeletal Muscle Myoblasts Cells
Histone variants and modifications (search by cell/tissue type)	HSMM cell derived Skeletal Muscle Myotubes Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HSMM cell derived Skeletal Muscle Myotubes Cells
Histone variants and modifications (search by cell/tissue type)	HUES48 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HUES48 Cells
Histone variants and modifications (search by cell/tissue type)	HUES6 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HUES6 Cells
Histone variants and modifications (search by cell/tissue type)	HUES64 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HUES64 Cells
Histone variants and modifications (search by cell/tissue type)	HUVEC Umbilical Vein Endothelial Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HUVEC Umbilical Vein Endothelial Primary Cells
Histone variants and modifications (search by cell/tissue type)	HeLa-S3 Cervical Carcinoma Cell Line	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HeLa-S3 Cervical Carcinoma Cell Line
Histone variants and modifications (search by cell/tissue type)	HepG2 Hepatocellular Carcinoma Cell Line	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=HepG2 Hepatocellular Carcinoma Cell Line
Histone variants and modifications (search by cell/tissue type)	IMR90 fetal lung fibroblasts Cell Line	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=IMR90 fetal lung fibroblasts Cell Line
Histone variants and modifications (search by cell/tissue type)	K562 Leukemia Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=K562 Leukemia Cells
Histone variants and modifications (search by cell/tissue type)	Left Ventricle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Left Ventricle
Histone variants and modifications (search by cell/tissue type)	Liver	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Liver
Histone variants and modifications (search by cell/tissue type)	Lung	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Lung
Histone variants and modifications (search by cell/tissue type)	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Mesenchymal Stem Cell Derived Adipocyte Cultured Cells
Histone variants and modifications (search by cell/tissue type)	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells
Histone variants and modifications (search by cell/tissue type)	Monocytes-CD14+ RO01746 Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Monocytes-CD14+ RO01746 Primary Cells
Histone variants and modifications (search by cell/tissue type)	Muscle Satellite Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Muscle Satellite Cultured Cells
Histone variants and modifications (search by cell/tissue type)	NH-A Astrocytes Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=NH-A Astrocytes Primary Cells
Histone variants and modifications (search by cell/tissue type)	NHDF-Ad Adult Dermal Fibroblast Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=NHDF-Ad Adult Dermal Fibroblast Primary Cells
Histone variants and modifications (search by cell/tissue type)	NHEK-Epidermal Keratinocyte Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=NHEK-Epidermal Keratinocyte Primary Cells
Histone variants and modifications (search by cell/tissue type)	NHLF Lung Fibroblast Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=NHLF Lung Fibroblast Primary Cells
Histone variants and modifications (search by cell/tissue type)	Osteoblast Primary Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Osteoblast Primary Cells
Histone variants and modifications (search by cell/tissue type)	Ovary	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Ovary
Histone variants and modifications (search by cell/tissue type)	Pancreas	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Pancreas
Histone variants and modifications (search by cell/tissue type)	Pancreatic Islets	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Pancreatic Islets
Histone variants and modifications (search by cell/tissue type)	Placenta	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Placenta
Histone variants and modifications (search by cell/tissue type)	Placenta Amnion	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Placenta Amnion
Histone variants and modifications (search by cell/tissue type)	Primary B cells from cord blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary B cells from cord blood
Histone variants and modifications (search by cell/tissue type)	Primary B cells from peripheral blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary B cells from peripheral blood
Histone variants and modifications (search by cell/tissue type)	Primary Natural Killer cells from peripheral blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary Natural Killer cells from peripheral blood
Histone variants and modifications (search by cell/tissue type)	Primary T CD8+ memory cells from peripheral blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T CD8+ memory cells from peripheral blood
Histone variants and modifications (search by cell/tissue type)	Primary T CD8+ naive cells from peripheral blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T CD8+ naive cells from peripheral blood
Histone variants and modifications (search by cell/tissue type)	Primary T cells effector/memory enriched from peripheral blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T cells effector/memory enriched from peripheral blood
Histone variants and modifications (search by cell/tissue type)	Primary T cells from cord blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T cells from cord blood
Histone variants and modifications (search by cell/tissue type)	Primary T cells fro	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T cells fro
Histone variants and modifications (search by cell/tissue type)	Primary T helper 17 cells PMA-I stimulated	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T helper 17 cells PMA-I stimulated
Histone variants and modifications (search by cell/tissue type)	Primary T helper cells PMA-I stimulated	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T helper cells PMA-I stimulated
Histone variants and modifications (search by cell/tissue type)	Primary T helper cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T helper cells
Histone variants and modifications (search by cell/tissue type)	Primary T helper memory cells from peripheral blood 1	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T helper memory cells from peripheral blood 1
Histone variants and modifications (search by cell/tissue type)	Primary T helper memory cells from peripheral blood 2	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T helper memory cells from peripheral blood 2
Histone variants and modifications (search by cell/tissue type)	Primary T helper naive cells from peripheral blood	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T helper naive cells from peripheral blood
Histone variants and modifications (search by cell/tissue type)	Primary T helper naive ce	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T helper naive ce
Histone variants and modifications (search by cell/tissue type)	Primary T regulatory cel	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary T regulatory cel
Histone variants and modifications (search by cell/tissue type)	Primary hematopoietic stem cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary hematopoietic stem cells
Histone variants and modifications (search by cell/tissue type)	Primary hematopoietic stem cells G-CSF-mobilized Female	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary hematopoietic stem cells G-CSF-mobilized Female
Histone variants and modifications (search by cell/tissue type)	Primary hematopoietic stem cells G-CSF-mobilized Male	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary hematopoietic stem cells G-CSF-mobilized Male
Histone variants and modifications (search by cell/tissue type)	Primary hematopoietic stem cells short term culture	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary hematopoietic stem cells short term culture
Histone variants and modifications (search by cell/tissue type)	Primary monocytes fr	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary monocytes fr
Histone variants and modifications (search by cell/tissue type)	Primary mononuclear cell	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary mononuclear cell
