MARK	EID	E-Mnemonic	Standardised epigenome name	Epigenome name (from EDACC Release 9 directory)	MARK CLASS	FNAME	NREADS	FRAGLEN	FCC	RLEN	RCC	MINLEN	MINCC	NSC (Signal to noise)	RSC (Phantom Peak)	SPOT	FindPeaks	Poisson	%of Impute Top 1% in Observed Top 1%	Correlation of Imputed with Observed
H3K4me1	E041	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	Core	E041-H3K4me1.tagAlign.gz	30000000	255	0.3415314666	35	0.3409044	1500	0.316771	1.078165	1.025982	0.36	0.419	0.536	68.9	0.884
H3K4me1	E042	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	Core	E042-H3K4me1.tagAlign.gz	30000000	200	0.3298128534	35	0.3299434	1500	0.3086445	1.068585	0.9938727	0.286	0.298	0.426	66.3	0.833
H3K4me1	E043	BLD.CD4.CD25M.TPC	Primary T helper cells from peripheral blood	CD4+_CD25-_Th_Primary_Cells	Core	E043-H3K4me1.tagAlign.gz	23864916	225	0.3022039832	35	0.3037416	1500	0.277215	1.090143	0.9420349	0.415	0.463	0.564	72.2	0.901
H3K4me1	E044	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells from peripheral blood	CD4+_CD25+_CD127-_Treg_Primary_Cells	Core	E044-H3K4me1.tagAlign.gz	17251849	205	0.2220641516	35	0.2234391	1500	0.2038949	1.089111	0.9296513	0.321	0.338	0.436	65.5	0.838
H3K4me1	E045	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	Core	E045-H3K4me1.tagAlign.gz	18274815	210	0.2165488873	35	0.2222619	1500	0.2063714	1.049316	0.6404738	0.208	0.177	0.327	62.8	0.794
H3K4me1	E046	BLD.CD56.PC	Primary Natural Killer cells from peripheral blood	CD56_Primary_Cells	Core	E046-H3K4me1.tagAlign.gz	22437596	195	0.4104731191	35	0.3824067	1500	0.3069205	1.337392	1.371809	0.635	0.67	0.725	66.8	0.756
H3K4me1	E047	BLD.CD8.NPC	Primary T killer naive cells from peripheral blood	CD8_Naive_Primary_Cells	Core	E047-H3K4me1.tagAlign.gz	30000000	310	0.3274125617	35	0.3274433	1500	0.308264	1.062117	0.9983958	0.282	0.292	0.439	68.5	0.86
H3K4me1	E048	BLD.CD8.MPC	Primary T killer memory cells from peripheral blood	CD8_Memory_Primary_Cells	Core	E048-H3K4me1.tagAlign.gz	30000000	220	0.3168549581	35	0.3190799	1500	0.3021157	1.048787	0.8688469	0.215	0.195	0.368	68.8	0.847
H3K4me1	E049	STRM.CHON.MRW.DR.MSC	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E049-H3K4me1.tagAlign.gz	30000000	200	0.3514869077	35	0.3437004	1500	0.3058786	1.149106	1.205873	0.506	0.527	0.67	54.9	0.814
H3K4me1	E050	BLD.MOB.CD34.PC.F	Primary hematopoietic stem cells G-CSF-mobilized Female	Mobilized_CD34_Primary_Cells_Female	Core	E050-H3K4me1.tagAlign.gz	30000000	205	0.3605934362	35	0.3579796	1500	0.3131612	1.151463	1.058321	0.525	0.558	0.636	62.3	0.854
H3K4me1	E051	BLD.MOB.CD34.PC.M	Primary hematopoietic stem cells G-CSF-mobilized Male	Mobilized_CD34_Primary_Cells_Male	Core	E051-H3K4me1.tagAlign.gz	30000000	140	0.408054116	35	0.3997557	1500	0.3321207	1.228632	1.122694	0.641	0.693	0.74	65.2	0.858
H3K4me1	E052	MUS.SAT	Muscle Satellite Cultured Cells	Muscle_Satellite_Cultured_Cells	Core	E052-H3K4me1.tagAlign.gz	30000000	180	0.3632556065	35	0.3509538	1500	0.3077779	1.180253	1.284923	0.531	0.549	0.663	59	0.817
H3K4me1	E053	BRN.CRTX.DR.NRSPHR	Cortex derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Cortex_Derived	Core	E053-H3K4me1.tagAlign.gz	30000000	195	0.3215582299	35	0.3209451	1500	0.3010139	1.068251	1.03076	0.289	0.262	0.466	44.5	0.721
H3K4me1	E054	BRN.GANGEM.DR.NRSPHR	Ganglion Eminence derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	Core	E054-H3K4me1.tagAlign.gz	30000000	170	0.30747895	35	0.3079719	1500	0.2966912	1.03636	0.9563039	0.157	0.044	0.373	46.8	0.751
H3K4me1	E055	SKIN.PEN.FRSK.FIB.01	Foreskin Fibroblast Primary Cells skin01	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	Core	E055-H3K4me1.tagAlign.gz	30000000	175	0.3297445761	35	0.3262796	1500	0.3090403	1.066995	1.200993	0.297	0.312	0.545	57.2	0.814
H3K4me1	E056	SKIN.PEN.FRSK.FIB.02	Foreskin Fibroblast Primary Cells skin02	Penis_Foreskin_Fibroblast_Primary_Cells_skin02	Core	E056-H3K4me1.tagAlign.gz	30000000	185	0.3152260367	35	0.3139595	1500	0.3049176	1.033807	1.140068	0.148	0.072	0.432	53.7	0.794
H3K4me1	E057	SKIN.PEN.FRSK.KER.02	Foreskin Keratinocyte Primary Cells skin02	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02	Core	E057-H3K4me1.tagAlign.gz	26736934	160	0.3041078743	35	0.3004422	1500	0.2819472	1.078599	1.198199	0.313	0.314	0.517	49.9	0.772
H3K4me1	E058	SKIN.PEN.FRSK.KER.03	Foreskin Keratinocyte Primary Cells skin03	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03	Core	E058-H3K4me1.tagAlign.gz	30000000	175	0.3370013256	35	0.3269236	1500	0.3064854	1.099567	1.493083	0.315	0.32	0.525	51	0.782
H3K4me1	E059	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	Core	E059-H3K4me1.tagAlign.gz	29536082	160	0.3054195064	35	0.3041074	1500	0.2963567	1.030581	1.169289	0.116	0.031	0.353	41.9	0.675
H3K4me1	E061	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	Core	E061-H3K4me1.tagAlign.gz	30000000	185	0.3340298001	35	0.3229533	1500	0.304117	1.098359	1.588041	0.298	0.3	0.519	36	0.619
H3K4me1	E062	BLD.PER.MONUC.PC	Primary mononuclear cells from peripheral blood	Peripheral_Blood_Mononuclear_Primary_Cells	Core	E062-H3K4me1.tagAlign.gz	30000000	145	0.3093812958	35	0.3088731	1500	0.2994849	1.033045	1.05413	0.124	0.074	0.317	40.9	0.597
H3K4me1	E063	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	Core	E063-H3K4me1.tagAlign.gz	30000000	200	0.3314796641	35	0.3287398	1500	0.3022452	1.096724	1.103413	0.35	0.361	0.542	58.4	0.808
H3K4me1	E065	HRT.AOR	Aorta	Aorta	Core	E065-H3K4me1.tagAlign.gz	16240982	125	0.2019802508	35	0.2000705	1500	0.1878141	1.075426	1.155819	0.187	0.115	0.383	23.3	0.421
H3K4me1	E066	LIV.ADLT	Liver	Adult_Liver	Core	E066-H3K4me1.tagAlign.gz	30000000	170	0.3386336353	35	0.3366597	1500	0.307576	1.100976	1.06787	0.385	0.415	0.548	39.9	0.666
H3K4me1	E067	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	Core	E067-H3K4me1.tagAlign.gz	30000000	190	0.3079133085	35	0.3080692	1500	0.2972071	1.036023	0.9856515	0.142	0.059	0.383	54.5	0.791
H3K4me1	E068	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	Core	E068-H3K4me1.tagAlign.gz	30000000	185	0.310887085	35	0.3108385	1500	0.2984435	1.041695	1.003923	0.17	0.09	0.428	55.4	0.806
H3K4me1	E069	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	Core	E069-H3K4me1.tagAlign.gz	30000000	175	0.3112272955	35	0.3109692	1500	0.298804	1.041577	1.021215	0.175	0.105	0.413	58.6	0.814
H3K4me1	E070	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	Core	E070-H3K4me1.tagAlign.gz	23639036	170	0.2623830793	40	0.2619168	1500	0.2529111	1.037452	1.05178	0.18	0.103	0.394	41	0.658
H3K4me1	E071	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	Core	E071-H3K4me1.tagAlign.gz	30000000	265	0.318453339	35	0.31706	1500	0.3020001	1.054481	1.09252	0.216	0.18	0.477	61.2	0.842
H3K4me1	E072	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	Core	E072-H3K4me1.tagAlign.gz	30000000	160	0.3147648181	35	0.3129565	1500	0.2991507	1.052195	1.130982	0.175	0.108	0.402	57.1	0.785
H3K4me1	E073	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	Core	E073-H3K4me1.tagAlign.gz	30000000	180	0.3052088104	35	0.3060518	1500	0.2965616	1.029158	0.91117	0.113	0.034	0.344	54.1	0.779
H3K4me1	E074	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	Core	E074-H3K4me1.tagAlign.gz	30000000	170	0.3112637489	35	0.3116698	1500	0.2988057	1.041693	0.9684357	0.178	0.111	0.42	55.8	0.801
H3K4me1	E075	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	Core	E075-H3K4me1.tagAlign.gz	12035520	170	0.1629565497	35	0.1642153	1500	0.1519325	1.072559	0.8975174	0.294	0.254	0.434	51	0.698
H3K4me1	E076	GI.CLN.SM.MUS	Colon Smooth Muscle	Colon_Smooth_Muscle	Core	E076-H3K4me1.tagAlign.gz	30000000	255	0.3137071271	35	0.3132217	1500	0.3006844	1.04331	1.038717	0.196	0.141	0.437	50.1	0.766
H3K4me1	E077	GI.DUO.MUC	Duodenum Mucosa	Duodenum_Mucosa	Core	E077-H3K4me1.tagAlign.gz	30000000	195	0.3164553328	35	0.3144237	1500	0.2999147	1.055151	1.140023	0.198	0.124	0.385	55.6	0.778
H3K4me1	E078	GI.DUO.SM.MUS	Duodenum Smooth Muscle	Duodenum_Smooth_Muscle	Core	E078-H3K4me1.tagAlign.gz	30000000	230	0.3007183094	35	0.3016987	1500	0.2909382	1.033616	0.9088857	0.118	0.028	0.339	47.6	0.738
H3K4me1	E079	GI.ESO	Esophagus	Esophagus	Core	E079-H3K4me1.tagAlign.gz	19495504	135	0.2466392521	35	0.2405828	1500	0.2230565	1.105726	1.345561	0.28	0.235	0.495	40.5	0.627
H3K4me1	E080	ADRL.GLND.FET	Fetal Adrenal Gland	Fetal_Adrenal_Gland	Core	E080-H3K4me1.tagAlign.gz	27517966	160	0.3336788563	35	0.3292576	1500	0.2944277	1.133314	1.126938	0.439	0.452	0.613	48.1	0.725
H3K4me1	E081	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	Core	E081-H3K4me1.tagAlign.gz	16684621	280	0.2302050078	35	0.21859	1500	0.2023024	1.137925	1.713123	0.403	0.403	0.574	33.9	0.507
H3K4me1	E082	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	Core	E082-H3K4me1.tagAlign.gz	30000000	200	0.3010844021	35	0.3004093	1500	0.2936531	1.025306	1.099924	0.09	0.005	0.297	41.1	0.671
H3K4me1	E083	HRT.FET	Fetal Heart	Fetal_Heart	Core	E083-H3K4me1.tagAlign.gz	30000000	255	0.3330575488	35	0.3288014	1500	0.3069725	1.084975	1.194977	0.362	0.392	0.57	36.8	0.653
H3K4me1	E084	GI.L.INT.FET	Fetal Intestine Large	Fetal_Intestine_Large	Core	E084-H3K4me1.tagAlign.gz	26696288	170	0.3116660874	35	0.3085944	1500	0.2878066	1.082901	1.147763	0.353	0.358	0.524	51.1	0.744
H3K4me1	E085	GI.S.INT.FET	Fetal Intestine Small	Fetal_Intestine_Small	Core	E085-H3K4me1.tagAlign.gz	28388130	150	0.3234402524	35	0.320126	1500	0.2991404	1.081232	1.157932	0.341	0.34	0.519	52.6	0.758
H3K4me1	E086	KID.FET	Fetal Kidney	Fetal_Kidney	Core	E086-H3K4me1.tagAlign.gz	30000000	175	0.3037118056	35	0.3044673	1500	0.2934991	1.034796	0.9311176	0.098	0.016	0.3	28.5	0.525
H3K4me1	E087	PANC.ISLT	Pancreatic Islets	Pancreatic_Islets	Core	E087-H3K4me1.tagAlign.gz	8446366	255	0.11704672	35	0.1177801	1500	0.1073569	1.090258	0.929636	0.347	0.297	0.504	11.9	0.266
H3K4me1	E088	LNG.FET	Fetal Lung	Fetal_Lung	Core	E088-H3K4me1.tagAlign.gz	30000000	180	0.3190434401	35	0.31703	1500	0.2992568	1.066119	1.113285	0.269	0.22	0.499	41.2	0.699
H3K4me1	E089	MUS.TRNK.FET	Fetal Muscle Trunk	Fetal_Muscle_Trunk	Core	E089-H3K4me1.tagAlign.gz	17656092	210	0.2886323914	35	0.2689443	1500	0.2378062	1.21373	1.632284	0.544	0.57	0.672	58.1	0.748
H3K4me1	E090	MUS.LEG.FET	Fetal Muscle Leg	Fetal_Muscle_Leg	Core	E090-H3K4me1.tagAlign.gz	30000000	160	0.3588941373	35	0.3485875	1500	0.3174414	1.130584	1.330912	0.431	0.442	0.602	63.4	0.836
H3K4me1	E091	PLCNT.FET	Placenta	Fetal_Placenta	Core	E091-H3K4me1.tagAlign.gz	26507300	180	0.3170337562	35	0.3119768	1500	0.2873158	1.103433	1.205059	0.352	0.359	0.537	50.1	0.723
H3K4me1	E092	GI.STMC.FET	Fetal Stomach	Fetal_Stomach	Core	E092-H3K4me1.tagAlign.gz	26642071	160	0.2997114172	35	0.2983356	1500	0.2791668	1.073592	1.071776	0.278	0.248	0.469	52.1	0.731
H3K4me1	E093	THYM.FET	Fetal Thymus	Fetal_Thymus	Core	E093-H3K4me1.tagAlign.gz	21287106	160	0.3209510861	35	0.3075047	1500	0.2689668	1.193274	1.348912	0.492	0.501	0.61	52.9	0.688
H3K4me1	E094	GI.STMC.GAST	Gastric	Gastric	Core	E094-H3K4me1.tagAlign.gz	25170873	140	0.283096527	35	0.2801145	1500	0.2639774	1.072427	1.184796	0.174	0.101	0.409	35.7	0.613
H3K4me1	E095	HRT.VENT.L	Left Ventricle	Left_Ventricle	Core	E095-H3K4me1.tagAlign.gz	30000000	150	0.3360584118	35	0.3259095	1500	0.3054815	1.100094	1.496816	0.302	0.299	0.505	43.5	0.69
H3K4me1	E096	LNG	Lung	Lung	Core	E096-H3K4me1.tagAlign.gz	14290186	140	0.2043823066	35	0.1958383	1500	0.179279	1.140024	1.515961	0.408	0.401	0.589	42.9	0.665
H3K4me1	E097	OVRY	Ovary	Ovary	Core	E097-H3K4me1.tagAlign.gz	26603106	105	0.3030651851	45	0.2981673	1500	0.2769863	1.094152	1.23124	0.261	0.246	0.455	30.6	0.539
H3K4me1	E098	PANC	Pancreas	Pancreas	Core	E098-H3K4me1.tagAlign.gz	27782431	145	0.3231516903	35	0.3116053	1500	0.2880883	1.121711	1.49098	0.289	0.268	0.485	47	0.683
H3K4me1	E099	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	Core	E099-H3K4me1.tagAlign.gz	22250049	225	0.2486626696	35	0.2483614	1500	0.2405551	1.033703	1.038587	0.157	0.071	0.339	39.7	0.644
H3K4me1	E100	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	Core	E100-H3K4me1.tagAlign.gz	26803294	150	0.2980364366	35	0.2939799	1500	0.2781021	1.07168	1.255488	0.208	0.16	0.434	31.2	0.572
H3K4me1	E101	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	Core	E101-H3K4me1.tagAlign.gz	22245786	165	0.2524064643	35	0.2496633	1500	0.238912	1.056483	1.25515	0.165	0.089	0.333	53.8	0.741
H3K4me1	E102	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	Core	E102-H3K4me1.tagAlign.gz	23897111	155	0.2767933505	35	0.27494	1500	0.2586088	1.070317	1.113488	0.276	0.249	0.442	57.5	0.767
H3K4me1	E103	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	Core	E103-H3K4me1.tagAlign.gz	30000000	165	0.3096979578	35	0.3096585	1500	0.297119	1.042337	1.003148	0.154	0.086	0.337	48.2	0.698
H3K4me1	E104	HRT.ATR.R	Right Atrium	Right_Atrium	Core	E104-H3K4me1.tagAlign.gz	17828160	130	0.237004664	35	0.2296896	1500	0.2122093	1.116844	1.418475	0.369	0.345	0.557	38.2	0.641
H3K4me1	E105	HRT.VNT.R	Right Ventricle	Right_Ventricle	Core	E105-H3K4me1.tagAlign.gz	30000000	145	0.3139224762	35	0.3142635	1500	0.29864	1.051174	0.9781704	0.155	0.075	0.393	46.8	0.719
H3K4me1	E106	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	Core	E106-H3K4me1.tagAlign.gz	30000000	150	0.3098535874	35	0.3087508	1500	0.2967443	1.044177	1.091846	0.134	0.048	0.354	38	0.64
H3K4me1	E107	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	Core	E107-H3K4me1.tagAlign.gz	26941724	160	0.3251396709	35	0.3138032	1500	0.2909275	1.117597	1.495565	0.36	0.383	0.557	62.8	0.81
H3K4me1	E108	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	Core	E108-H3K4me1.tagAlign.gz	29822180	195	0.3462365172	35	0.3361762	1500	0.3124067	1.108288	1.423246	0.356	0.379	0.553	59.8	0.788
H3K4me1	E109	GI.S.INT	Small Intestine	Small_Intestine	Core	E109-H3K4me1.tagAlign.gz	17317783	165	0.2060254169	35	0.2052777	1500	0.19709	1.045337	1.091316	0.19	0.111	0.419	30.4	0.55
H3K4me1	E110	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	Core	E110-H3K4me1.tagAlign.gz	27797421	240	0.3030877622	35	0.3022958	1500	0.2877406	1.053337	1.05441	0.242	0.194	0.464	44.2	0.699
H3K4me1	E111	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	Core	E111-H3K4me1.tagAlign.gz	13548731	170	0.1851655888	35	0.1825606	1500	0.1690425	1.095379	1.1927	0.339	0.332	0.503	58.8	0.781
H3K4me1	E112	THYM	Thymus	Thymus	Core	E112-H3K4me1.tagAlign.gz	15644994	165	0.1984908141	35	0.1996507	1500	0.1870553	1.061134	0.9079151	0.248	0.221	0.382	48.2	0.672
H3K4me1	E113	SPLN	Spleen	Spleen	Core	E113-H3K4me1.tagAlign.gz	22823512	135	0.2719237166	35	0.2692424	1500	0.2514474	1.081434	1.150675	0.234	0.203	0.462	44.9	0.679
H3K4me1	E114	LNG.A549.ETOH002.CNCR	A549 EtOH 0.02pct Lung Carcinoma Cell Line	A549_EtOH_0.02pct_Lung_Carcinoma	Core	E114-H3K4me1.tagAlign.gz	30000000	210	0.3330928818	35	0.3328504	1500	0.3145107	1.059083	1.013221	0.289	0.278	0.497	46.9	0.723
H3K4me1	E115	BLD.DND41.CNCR	Dnd41 TCell Leukemia Cell Line	Dnd41_TCell_Leukemia	Core	E115-H3K4me1.tagAlign.gz	30000000	155	0.4511312625	35	0.4431932	1500	0.3494324	1.29104	1.084663	0.555	0.573	0.628	52.1	0.636
H3K4me1	E116	BLD.GM12878	GM12878 Lymphoblastoid Cell Line	GM12878_Lymphoblastoid	Core	E116-H3K4me1.tagAlign.gz	30000000	205	0.3390019775	35	0.3389854	1500	0.3130567	1.082877	1.00064	0.363	0.372	0.517	40.3	0.651
H3K4me1	E117	CRVX.HELAS3.CNCR	HeLa-S3 Cervical Carcinoma Cell Line	HeLa-S3_Cervical_Carcinoma	Core	E117-H3K4me1.tagAlign.gz	30000000	210	0.3408349148	35	0.3392801	1500	0.3100691	1.099222	1.053227	0.335	0.325	0.453	53.4	0.697
H3K4me1	E118	LIV.HEPG2.CNCR	HepG2 Hepatocellular Carcinoma Cell Line	HepG2_Hepatocellular_Carcinoma	Core	E118-H3K4me1.tagAlign.gz	30000000	225	0.3811752828	35	0.3791601	1500	0.3358856	1.134837	1.046567	0.556	0.604	0.703	32.2	0.592
H3K4me1	E119	BRST.HMEC	HMEC Mammary Epithelial Primary Cells	HMEC_Mammary_Epithelial	Core	E119-H3K4me1.tagAlign.gz	30000000	190	0.3528344573	35	0.345516	1500	0.307435	1.147672	1.192181	0.442	0.453	0.573	57.8	0.795
H3K4me1	E120	MUS.HSMM	HSMM Skeletal Muscle Myoblasts Cell Line	HSMM_Skeletal_Muscle_Myoblasts	Core	E120-H3K4me1.tagAlign.gz	19710638	170	0.2573520153	35	0.2550109	1500	0.2296267	1.120741	1.092225	0.434	0.434	0.58	55.8	0.788
H3K4me1	E121	MUS.HSMMT	HSMM cell derived Skeletal Muscle Myotubes Cell Line	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	Core	E121-H3K4me1.tagAlign.gz	24028231	190	0.2862798598	35	0.2833399	1500	0.2631798	1.087773	1.145829	0.349	0.341	0.55	48.2	0.743
H3K4me1	E122	VAS.HUVEC	HUVEC Umbilical Vein Endothelial Cells Cell Line	HUVEC_Umbilical_Vein_Endothelial_Cells	Core	E122-H3K4me1.tagAlign.gz	27375524	195	0.3685965568	30	0.3613294	1500	0.3053295	1.207209	1.12977	0.559	0.578	0.643	52.4	0.733
H3K4me1	E123	BLD.K562.CNCR	K562 Leukemia Cell Line	K562_Leukemia	Core	E123-H3K4me1.tagAlign.gz	25818317	175	0.3308018814	35	0.3273178	1500	0.2904948	1.138753	1.094618	0.443	0.46	0.587	36.2	0.574
H3K4me1	E124	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Cell Line	Monocytes-CD14+_RO01746	Core	E124-H3K4me1.tagAlign.gz	19394484	285	0.3279357183	35	0.319021	1500	0.2674781	1.226028	1.172958	0.704	0.738	0.778	65.5	0.837
H3K4me1	E125	BRN.NHA	NH-A Astrocytes Cell Line	NH-A_Astrocytes	Core	E125-H3K4me1.tagAlign.gz	23629737	180	0.286556816	35	0.2841465	1500	0.2583201	1.109309	1.093327	0.374	0.374	0.527	60.7	0.825
H3K4me1	E126	SKIN.NHDFAD	NHDF-Ad Adult Dermal Fibroblast Primary Cells	NHDF-Ad_Adult_Dermal_Fibroblasts	Core	E126-H3K4me1.tagAlign.gz	30000000	150	0.3435737262	35	0.3385087	1500	0.3091313	1.111417	1.172412	0.402	0.41	0.57	52.5	0.766
H3K4me1	E127	SKIN.NHEK	NHEK-Epidermal Keratinocyte Primary Cells	NHEK-Epidermal_Keratinocytes	Core	E127-H3K4me1.tagAlign.gz	23253236	185	0.3225581846	35	0.3157368	1500	0.2656396	1.21427	1.136164	0.583	0.614	0.683	59.6	0.817
H3K4me1	E128	LNG.NHLF	NHLF Lung Fibroblast Primary Cells	NHLF_Lung_Fibroblasts	Core	E128-H3K4me1.tagAlign.gz	18295920	145	0.234797801	35	0.2331041	1500	0.214282	1.095742	1.089987	0.363	0.355	0.513	53.6	0.751
H3K4me1	E129	BONE.OSTEO	Osteoblast Primary Cells	Osteoblasts	Core	E129-H3K4me1.tagAlign.gz	30000000	190	0.3487304339	35	0.3411041	1500	0.3067327	1.13692	1.22188	0.436	0.44	0.58	62.6	0.843
H3K4me2	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Class1	E003-H3K4me2.tagAlign.gz	25696661	115	0.4516515421	45	0.3880102	1500	0.2697211	1.674513	1.538016	0.59	0.59	0.64	72.3	0.814
H3K4me2	E004	ESDR.H1.BMP4.MESO	H1 BMP4 Derived Mesendoderm Cultured Cells	H1_BMP4_Derived_Mesendoderm_Cultured_Cells	Class1	E004-H3K4me2.tagAlign.gz	45000000	125	0.4020197344	35	0.3982555	1500	0.3787879	1.061332	1.193358	0.16	0.11	0.26	70.2	0.787
H3K4me2	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Class1	E005-H3K4me2.tagAlign.gz	45000000	130	0.4280250238	35	0.4196266	1500	0.3775741	1.133619	1.199714	0.25	0.19	0.33	79.2	0.88
H3K4me2	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Class1	E006-H3K4me2.tagAlign.gz	45000000	110	0.275099859	35	0.2636855	1500	0.2397462	1.147463	1.476806	0.29	0.17	0.35	67.6	0.754
H3K4me2	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Class1	E007-H3K4me2.tagAlign.gz	6700849	135	0.1336483415	35	0.1280996	1500	0.08661533	1.54301	1.133754	0.5	0.42	0.5	74.7	0.795
H3K4me2	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H3K4me2.tagAlign.gz	38374379	110	0.4135856176	35	0.4016726	1500	0.3408774	1.213297	1.195953	0.28	0.26	0.34	82.3	0.894
H3K4me2	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H3K4me2.tagAlign.gz	41818219	130	0.5903183737	45	0.5054943	1500	0.3474972	1.698772	1.536871	0.68	0.69	0.74	75.7	0.891
H3K4me2	E052	MUS.SAT	Muscle Satellite Cultured Cells	Muscle_Satellite_Cultured_Cells	Class1	E052-H3K4me2.tagAlign.gz	45000000	175	0.5564456333	35	0.5119489	1500	0.3820553	1.456453	1.342563	0.62	0.62	0.65	89.3	0.955
H3K4me2	E114	LNG.A549.ETOH002.CNCR	A549 EtOH 0.02pct Lung Carcinoma Cell Line	A549_EtOH_0.02pct_Lung_Carcinoma	Class1	E114-H3K4me2.tagAlign.gz	45000000	210	0.4874215251	35	0.4739711	1500	0.3929293	1.240481	1.165968	0.49	0.47	0.54	77.3	0.897
H3K4me2	E115	BLD.DND41.CNCR	Dnd41 TCell Leukemia Cell Line	Dnd41_TCell_Leukemia	Class1	E115-H3K4me2.tagAlign.gz	25939212	150	0.5773625508	40	0.5512062	1500	0.3485054	1.656682	1.129039	0.72	0.73	0.75	87.7	0.928
H3K4me2	E116	BLD.GM12878	GM12878 Lymphoblastoid Cell Line	GM12878_Lymphoblastoid	Class1	E116-H3K4me2.tagAlign.gz	14329553	185	0.2452257609	35	0.2431537	1500	0.1987482	1.233852	1.046662	0.59	0.6	0.65	65.7	0.796
H3K4me2	E117	CRVX.HELAS3.CNCR	HeLa-S3 Cervical Carcinoma Cell Line	HeLa-S3_Cervical_Carcinoma	Class1	E117-H3K4me2.tagAlign.gz	44139351	195	0.4474448678	35	0.4424721	1500	0.3822659	1.170507	1.082596	0.3	0.3	0.37	78.4	0.886
H3K4me2	E118	LIV.HEPG2.CNCR	HepG2 Hepatocellular Carcinoma Cell Line	HepG2_Hepatocellular_Carcinoma	Class1	E118-H3K4me2.tagAlign.gz	26829454	170	0.4473582345	35	0.4304544	1500	0.3130158	1.429188	1.143937	0.65	0.67	0.71	75	0.86
H3K4me2	E119	BRST.HMEC	HMEC Mammary Epithelial Primary Cells	HMEC_Mammary_Epithelial	Class1	E119-H3K4me2.tagAlign.gz	27331151	155	0.3963002675	35	0.3832279	1500	0.2922758	1.355912	1.143729	0.54	0.54	0.6	81.3	0.882
